WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,35398,365,"Appellate Court Judge (Vacancy of Neville, Jr.)",No Candidate,0
1,35398,365,Appellate Court Judge (Vacancy of Simon),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Bellows),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of C. Sheehan),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Coghlan),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Ford),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Funderburk),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of K. Sheehan),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Larsen),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Mason),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of McCarthy),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Murphy Gorman),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of O'Brien),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Patti),No Candidate,0
1,35398,365,Circuit Court Judge (Vacancy of Roti),No Candidate,0
1,35398,365,"Judge, 6th Subcircuit (Vacancy of Nega)",No Candidate,0
1,35398,365,"Judge, 6th Subcircuit (Vacancy of Pantle)",No Candidate,0
1,35398,365,Supreme Court Judge (Vacancy of Freeman),No Candidate,0
2,38016,763,"Appellate Court Judge (Vacancy of Neville, Jr.)",No Candidate,0
2,38016,763,Appellate Court Judge (Vacancy of Simon),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Bellows),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of C. Sheehan),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Coghlan),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Ford),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Funderburk),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of K. Sheehan),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Larsen),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Mason),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of McCarthy),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Murphy Gorman),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of O'Brien),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Patti),No Candidate,0
2,38016,763,Circuit Court Judge (Vacancy of Roti),No Candidate,0
2,38016,763,"Judge, 6th Subcircuit (Vacancy of Nega)",No Candidate,0
2,38016,763,"Judge, 6th Subcircuit (Vacancy of Pantle)",No Candidate,0
2,38016,763,"Judge, 8th Subcircuit (Vacancy of Fleming)",No Candidate,0
2,38016,763,"Judge, 8th Subcircuit (Vacancy of Gubin)",No Candidate,0
2,38016,763,Supreme Court Judge (Vacancy of Freeman),No Candidate,0
3,36810,323,"Appellate Court Judge (Vacancy of Neville, Jr.)",No Candidate,0
3,36810,323,Appellate Court Judge (Vacancy of Simon),No Candidate,0
3,36810,323,Circuit Court Judge (Vacancy of Bellows),No Candidate,0
3,36810,323,Circuit Court Judge (Vacancy of C. Sheehan),No Candidate,0
3,36810,323,Circuit Court Judge (Vacancy of Coghlan),No Candidate,0
3,36810,323,Circuit Court Judge (Vacancy of Ford),No Candidate,0
