WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,28273,551,Appellate Court Judge (Vac of Gordon),No Candidate,0
1,28273,551,Appellate Court Judge (Vac of Murphy),No Candidate,0
1,28273,551,Appellate Court Judge (Vac of Steele),No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
1,28273,551,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
2,31769,1913,Appellate Court Judge (Vac of Gordon),No Candidate,0
2,31769,1913,Appellate Court Judge (Vac of Murphy),No Candidate,0
2,31769,1913,Appellate Court Judge (Vac of Steele),No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
2,31769,1913,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
3,30324,533,Appellate Court Judge (Vac of Gordon),No Candidate,0
3,30324,533,Appellate Court Judge (Vac of Murphy),No Candidate,0
3,30324,533,Appellate Court Judge (Vac of Steele),No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
3,30324,533,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
4,28815,515,Appellate Court Judge (Vac of Gordon),No Candidate,0
4,28815,515,Appellate Court Judge (Vac of Murphy),No Candidate,0
4,28815,515,Appellate Court Judge (Vac of Steele),No Candidate,0
4,28815,515,Judge 7th Subcircuit - (Vac of Hardy-Campbell),No Candidate,0
4,28815,515,Judge 7th Subcircuit - (Vac of Taylor),No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
4,28815,515,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
5,27255,444,Appellate Court Judge (Vac of Gordon),No Candidate,0
5,27255,444,Appellate Court Judge (Vac of Murphy),No Candidate,0
5,27255,444,Appellate Court Judge (Vac of Steele),No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
5,27255,444,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
6,32375,286,Appellate Court Judge (Vac of Gordon),No Candidate,0
6,32375,286,Appellate Court Judge (Vac of Murphy),No Candidate,0
6,32375,286,Appellate Court Judge (Vac of Steele),No Candidate,0
6,32375,286,Judge 2nd Subcircuit - (Vac of O'Neal),No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
6,32375,286,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
7,30878,196,Appellate Court Judge (Vac of Gordon),No Candidate,0
7,30878,196,Appellate Court Judge (Vac of Murphy),No Candidate,0
7,30878,196,Appellate Court Judge (Vac of Steele),No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
7,30878,196,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
8,36168,221,Appellate Court Judge (Vac of Gordon),No Candidate,0
8,36168,221,Appellate Court Judge (Vac of Murphy),No Candidate,0
8,36168,221,Appellate Court Judge (Vac of Steele),No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
8,36168,221,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
9,35373,181,Appellate Court Judge (Vac of Gordon),No Candidate,0
9,35373,181,Appellate Court Judge (Vac of Murphy),No Candidate,0
9,35373,181,Appellate Court Judge (Vac of Steele),No Candidate,0
9,35373,181,Judge 2nd Subcircuit - (Vac of O'Neal),No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
9,35373,181,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
10,24944,736,Appellate Court Judge (Vac of Gordon),No Candidate,0
10,24944,736,Appellate Court Judge (Vac of Murphy),No Candidate,0
10,24944,736,Appellate Court Judge (Vac of Steele),No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
10,24944,736,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
11,24187,820,Appellate Court Judge (Vac of Gordon),No Candidate,0
11,24187,820,Appellate Court Judge (Vac of Murphy),No Candidate,0
11,24187,820,Appellate Court Judge (Vac of Steele),No Candidate,0
11,24187,820,Judge 7th Subcircuit - (Vac of Hardy-Campbell),No Candidate,0
11,24187,820,Judge 7th Subcircuit - (Vac of Taylor),No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
11,24187,820,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
12,17038,298,Appellate Court Judge (Vac of Gordon),No Candidate,0
12,17038,298,Appellate Court Judge (Vac of Murphy),No Candidate,0
12,17038,298,Appellate Court Judge (Vac of Steele),No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
12,17038,298,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
13,22787,959,Appellate Court Judge (Vac of Gordon),No Candidate,0
13,22787,959,Appellate Court Judge (Vac of Murphy),No Candidate,0
13,22787,959,Appellate Court Judge (Vac of Steele),No Candidate,0
13,22787,959,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
13,22787,959,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
14,16850,456,Appellate Court Judge (Vac of Gordon),No Candidate,0
14,16850,456,Appellate Court Judge (Vac of Murphy),No Candidate,0
14,16850,456,Appellate Court Judge (Vac of Steele),No Candidate,0
14,16850,456,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
14,16850,456,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
15,17147,152,Appellate Court Judge (Vac of Gordon),No Candidate,0
15,17147,152,Appellate Court Judge (Vac of Murphy),No Candidate,0
15,17147,152,Appellate Court Judge (Vac of Steele),No Candidate,0
15,17147,152,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
15,17147,152,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
16,24861,109,Appellate Court Judge (Vac of Gordon),No Candidate,0
16,24861,109,Appellate Court Judge (Vac of Murphy),No Candidate,0
16,24861,109,Appellate Court Judge (Vac of Steele),No Candidate,0
16,24861,109,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
16,24861,109,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
17,29170,125,Appellate Court Judge (Vac of Gordon),No Candidate,0
17,29170,125,Appellate Court Judge (Vac of Murphy),No Candidate,0
17,29170,125,Appellate Court Judge (Vac of Steele),No Candidate,0
17,29170,125,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Neville, Jr.)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Phelps Felton)",No Candidate,0
17,29170,125,"Judge, Cook County Circuit (Vac of Reyes)",No Candidate,0
18,30988,612,Appellate Court Judge (Vac of Gordon),No Candidate,0
18,30988,612,Appellate Court Judge (Vac of Murphy),No Candidate,0
18,30988,612,Appellate Court Judge (Vac of Steele),No Candidate,0
18,30988,612,Judge 3rd Subcircuit - (Vac of Donnelly),No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Arnold)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Burke)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Connors)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Egan)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Hill Veal)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Howse, Jr.)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of Lowrance)",No Candidate,0
18,30988,612,"Judge, Cook County Circuit (Vac of McDonald)",No Candidate,0
