WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,33057,1922,Appellate Court Judge (Vacancy of Epstein),No Candidate,0
1,33057,1922,Appellate Court Judge (Vacancy of Quinn),No Candidate,0
1,33057,1922,"Circuit Court Judge (Vacancy of Biebel, Jr.)",No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Elrod),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Hogan),No Candidate,0
1,33057,1922,"Circuit Court Judge (Vacancy of Howlett, Jr.)",No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Johnson),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Karnezis),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Love),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of O'Brien),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Palmer),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Ruscitti Grussel),No Candidate,0
1,33057,1922,Circuit Court Judge (Vacancy of Walsh),No Candidate,0
1,33057,1922,"Judge, 6th Subcircuit (Additional Judgeship A)",No Candidate,0
1,33057,1922,"Judge, 6th Subcircuit (Vac of Gonzalez Santiago)",No Candidate,0
1,33057,1922,"Judge, 6th Subcircuit (Vacancy of Ponce de Leon)",No Candidate,0
2,35803,5008,Appellate Court Judge (Vacancy of Epstein),No Candidate,0
2,35803,5008,Appellate Court Judge (Vacancy of Quinn),No Candidate,0
2,35803,5008,"Circuit Court Judge (Vacancy of Biebel, Jr.)",No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Elrod),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Hogan),No Candidate,0
2,35803,5008,"Circuit Court Judge (Vacancy of Howlett, Jr.)",No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Johnson),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Karnezis),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Love),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of O'Brien),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Palmer),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Ruscitti Grussel),No Candidate,0
2,35803,5008,Circuit Court Judge (Vacancy of Walsh),No Candidate,0
2,35803,5008,"Judge, 6th Subcircuit (Additional Judgeship A)",No Candidate,0
2,35803,5008,"Judge, 6th Subcircuit (Vac of Gonzalez Santiago)",No Candidate,0
2,35803,5008,"Judge, 6th Subcircuit (Vacancy of Ponce de Leon)",No Candidate,0
3,35148,1499,Appellate Court Judge (Vacancy of Epstein),No Candidate,0
3,35148,1499,Appellate Court Judge (Vacancy of Quinn),No Candidate,0
3,35148,1499,"Circuit Court Judge (Vacancy of Biebel, Jr.)",No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Elrod),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Hogan),No Candidate,0
3,35148,1499,"Circuit Court Judge (Vacancy of Howlett, Jr.)",No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Johnson),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Karnezis),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Love),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of O'Brien),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Palmer),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Ruscitti Grussel),No Candidate,0
3,35148,1499,Circuit Court Judge (Vacancy of Walsh),No Candidate,0
3,35148,1499,"Judge, 14th Subcircuit (Vacancy of Ruble Murphy)",No Candidate,0
3,35148,1499,"Judge, 5th Subcircuit (Vacancy of Eadie-Daniels)",No Candidate,0
3,35148,1499,"Judge, 5th Subcircuit (Vacancy of Stuart)",No Candidate,0
3,35148,1499,"Judge, 5th Subcircuit (Vacancy of Williams)",No Candidate,0
4,33177,1016,Appellate Court Judge (Vacancy of Epstein),No Candidate,0
4,33177,1016,Appellate Court Judge (Vacancy of Quinn),No Candidate,0
4,33177,1016,"Circuit Court Judge (Vacancy of Biebel, Jr.)",No Candidate,0
